,SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTY,Unemployment_rate_2016,Med_HH_Income_Percent_of_State_Total_2015,GEO.display-label,POPESTIMATE2016,AVG_NETMIG,POP_CHANGE,BIRTHS_PER_CAPITA,MEDIAN_HOUSEHOLD_INCOME,PERCENT_W_HEALTH_INSURANCE,PERCENTAGE_IN_POVERTY,PERCENT_WITH_KIDS,BACHELORS_DEGREE,MEDIAN_MORTAGE_PAYMENTS,MEDIAN_RENT_PAYMENT,2010_FAM_KIDS,2015_FAM_KIDS,2010_2010_CHANGE_IN_FAM_WITH_KIDS
993,50,2,4,20,177,Kansas,"Shawnee County, Kansas",4.1,95.4,"Shawnee County, Kansas",178146,-3.534828112,-0.001149419,0.012854625,50378,88.9,10.5,27.2,29,1190,738,17.4,17.8,0.022988506
994,50,2,4,20,179,Kansas,"Sheridan County, Kansas",2.6,95.2,"Sheridan County, Kansas",2509,-1.847985506,-0.015692428,0.008768434,49750,90.5,5.1,23.9,21.6,1013,479,19.6,17.8,-0.091836735
995,50,2,4,20,181,Kansas,"Sherman County, Kansas",3.5,79.0,"Sherman County, Kansas",5965,-2.436453442,-0.00732235,0.012740989,39029,88.5,10.7,26.2,14.1,968,643,17.6,17.7,0.005681818
996,50,2,4,20,183,Kansas,"Smith County, Kansas",3.5,81.5,"Smith County, Kansas",3632,-2.520958779,-0.059067358,0.007433921,43848,93.6,9.5,21.3,18.1,1018,459,17.9,16.3,-0.089385475
997,50,2,4,20,185,Kansas,"Stafford County, Kansas",4.1,87.6,"Stafford County, Kansas",4208,-6.178561393,-0.047963801,0.013070342,47377,86.5,9.3,23.9,21.8,871,579,19.3,19.4,0.005181347
998,50,2,4,20,187,Kansas,"Stanton County, Kansas",3.1,102.9,"Stanton County, Kansas",2062,-18.33473132,-0.082331998,0.011639185,43780,88.9,2.4,34.3,22.2,934,567,32.6,28,-0.141104294
999,50,2,4,20,189,Kansas,"Stevens County, Kansas",4.4,111.0,"Stevens County, Kansas",5584,-10.79521369,-0.027685878,0.011461318,55433,82.7,14.5,38.9,15.4,1123,647,40.6,33.2,-0.18226601
1000,50,2,4,20,191,Kansas,"Sumner County, Kansas",4.4,95.6,"Sumner County, Kansas",23272,-6.09199461,-0.034196547,0.011043314,50141,89.5,9.2,28,19.9,1099,630,22.8,21.5,-0.057017544
1001,50,2,4,20,193,Kansas,"Thomas County, Kansas",2.9,94.0,"Thomas County, Kansas",7892,-7.034804737,-0.006170507,0.01710593,48504,93.3,3.5,25.6,28.3,1108,463,20.1,19.7,-0.019900498
1002,50,2,4,20,195,Kansas,"Trego County, Kansas",4.2,90.3,"Trego County, Kansas",2872,-3.311880097,-0.039786025,0.013579387,54000,91.9,3,22.1,25,1058,542,18.3,17.1,-0.06557377
1003,50,2,4,20,197,Kansas,"Wabaunsee County, Kansas",3.8,106.6,"Wabaunsee County, Kansas",6891,-5.737502535,-0.020051195,0.009432593,54688,91.9,3.9,27.5,23,1085,711,22,22.3,0.013636364
1004,50,2,4,20,199,Kansas,"Wallace County, Kansas",2.9,90.0,"Wallace County, Kansas",1497,0.229507785,0.009440324,0.012692051,47279,88.7,3.6,24,25.2,937,406,20.4,22.6,0.107843137
1005,50,2,4,20,201,Kansas,"Washington County, Kansas",3.5,85.8,"Washington County, Kansas",5546,-5.771631818,-0.040650407,0.012080779,45159,91.4,7.3,27.3,17,945,460,21.3,21.3,0
1006,50,2,4,20,203,Kansas,"Wichita County, Kansas",2.5,98.4,"Wichita County, Kansas",2112,-11.27489896,-0.057563588,0.012784091,57171,85.3,9.4,31.5,16.1,1083,598,21.8,24.7,0.133027523
1007,50,2,4,20,205,Kansas,"Wilson County, Kansas",6.4,77.1,"Wilson County, Kansas",8723,-10.35163946,-0.072613226,0.011807864,40306,84.3,11.9,25.4,14.7,853,596,16.8,16.1,-0.041666667
1008,50,2,4,20,207,Kansas,"Woodson County, Kansas",6.2,69.5,"Woodson County, Kansas",3165,-1.357950804,-0.042070218,0.011058452,35787,83.8,14.9,18.6,16,797,558,11.7,12,0.025641026
1009,50,2,4,20,209,Kansas,"Wyandotte County, Kansas",5.7,77.6,"Wyandotte County, Kansas",163831,-1.992007962,0.039022565,0.016816109,40113,77.5,19.1,31.4,15.9,1173,777,17.7,17,-0.039548023
1011,50,3,6,21,1,Kentucky,"Adair County, Kentucky",6.6,70.8,"Adair County, Kentucky",19280,4.349698966,0.028705581,0.010943983,33362,85.4,15.7,24,15.9,833,505,20.7,17.8,-0.140096618
1012,50,3,6,21,3,Kentucky,"Allen County, Kentucky",4.2,93.6,"Allen County, Kentucky",20631,3.523318476,0.029850746,0.012408511,41326,83.8,12.8,31.6,13.6,937,588,19.4,24.1,0.242268041
1013,50,3,6,21,5,Kentucky,"Anderson County, Kentucky",4.0,122.9,"Anderson County, Kentucky",22158,2.920208161,0.03310332,0.010741042,53974,91.3,6.7,31.4,18.9,1147,721,22.7,22.5,-0.008810573
1014,50,3,6,21,7,Kentucky,"Ballard County, Kentucky",8.6,98.2,"Ballard County, Kentucky",8054,-1.45738143,-0.0245852,0.010057114,42244,87.8,11.9,23.5,13.6,970,611,21.6,16.6,-0.231481481
1015,50,3,6,21,9,Kentucky,"Barren County, Kentucky",4.6,88.6,"Barren County, Kentucky",43993,5.200314891,0.044319423,0.013661264,38370,87.2,16.3,29.4,15.6,958,594,21.4,19.3,-0.098130841
1016,50,3,6,21,11,Kentucky,"Bath County, Kentucky",7.2,77.8,"Bath County, Kentucky",12327,7.844180666,0.061848566,0.014277602,33483,86.8,18.7,27.2,12.2,877,589,20.1,18.5,-0.07960199
1017,50,3,6,21,13,Kentucky,"Bell County, Kentucky",9.0,53.1,"Bell County, Kentucky",27117,-8.331936355,-0.055485893,0.011911347,22443,86.1,30.8,25.7,9.8,787,478,15.8,15.9,0.006329114
1018,50,3,6,21,15,Kentucky,"Boone County, Kentucky",3.8,152.3,"Boone County, Kentucky",128536,5.511923289,0.076858632,0.013225867,66730,92.1,6.6,36.7,30.8,1381,905,28.8,26.8,-0.069444444
1019,50,3,6,21,17,Kentucky,"Bourbon County, Kentucky",4.7,102.6,"Bourbon County, Kentucky",20030,-0.292548581,0.004412797,0.011932102,45208,86.9,12.2,29.6,16,1094,690,20.8,19.7,-0.052884615
1020,50,3,6,21,19,Kentucky,"Boyd County, Kentucky",8.1,96.1,"Boyd County, Kentucky",48132,-4.817277841,-0.030027004,0.011946314,42319,87.9,15.6,25.7,17.7,990,625,16.5,16.7,0.012121212
1021,50,3,6,21,21,Kentucky,"Boyle County, Kentucky",4.9,89.6,"Boyle County, Kentucky",30018,7.385781443,0.048443994,0.010793524,39704,89.4,11.5,23.7,22.7,1017,637,19.2,16.2,-0.15625
1022,50,3,6,21,23,Kentucky,"Bracken County, Kentucky",6.0,99.3,"Bracken County, Kentucky",8400,-3.034342193,-0.012113372,0.012380952,36327,92,15.4,27.5,14,1066,556,19.9,19.7,-0.010050251
1023,50,3,6,21,25,Kentucky,"Breathitt County, Kentucky",9.4,62.4,"Breathitt County, Kentucky",13284,-5.838043085,-0.041281755,0.013173743,25817,87,26.1,24.9,11.2,923,493,13.1,15.9,0.213740458
1024,50,3,6,21,27,Kentucky,"Breckinridge County, Kentucky",6.0,93.7,"Breckinridge County, Kentucky",19961,-0.11926531,-0.00389241,0.010921297,43479,86.7,13.1,24,9.5,901,529,17.4,18,0.034482759
1025,50,3,6,21,29,Kentucky,"Bullitt County, Kentucky",4.1,121.2,"Bullitt County, Kentucky",79151,6.708754542,0.06238675,0.010461018,55975,92.8,7.8,29.5,14.3,1168,769,24.4,19.4,-0.204918033
1026,50,3,6,21,31,Kentucky,"Butler County, Kentucky",5.3,87.5,"Butler County, Kentucky",12845,0.798390122,0.009906439,0.011444142,33536,87.6,21.2,29.4,8.7,869,534,19.8,20.1,0.015151515
1027,50,3,6,21,33,Kentucky,"Caldwell County, Kentucky",5.3,87.1,"Caldwell County, Kentucky",12568,-2.996173709,-0.032412041,0.01145767,42537,88.9,17.4,22.3,16.4,954,534,17.1,12.3,-0.280701754
1028,50,3,6,21,35,Kentucky,"Calloway County, Kentucky",4.5,89.8,"Calloway County, Kentucky",38437,4.691826582,0.028745015,0.010588756,37034,88.6,13.7,23,27.5,989,580,19.5,16.1,-0.174358974
1029,50,3,6,21,37,Kentucky,"Campbell County, Kentucky",3.8,114.4,"Campbell County, Kentucky",92211,0.249064268,0.017669131,0.01291603,54621,89.6,10.3,27,29.1,1241,748,19.6,18.4,-0.06122449
1030,50,3,6,21,39,Kentucky,"Carlisle County, Kentucky",5.9,95.5,"Carlisle County, Kentucky",4855,-9.064791535,-0.048039216,0.015242019,38829,86.1,15.5,23.9,13.3,899,571,26,18,-0.307692308
1031,50,3,6,21,41,Kentucky,"Carroll County, Kentucky",5.0,102.9,"Carroll County, Kentucky",10679,-5.495371926,-0.011569789,0.014889035,41439,83.9,21.2,26.2,11.2,955,645,14.4,15.7,0.090277778
1032,50,3,6,21,43,Kentucky,"Carter County, Kentucky",10.2,82.3,"Carter County, Kentucky",27046,-6.347727425,-0.024877416,0.012940915,36696,84.9,13.2,24.1,12.8,855,559,20.4,17.6,-0.137254902
1033,50,3,6,21,45,Kentucky,"Casey County, Kentucky",4.6,74.3,"Casey County, Kentucky",15815,-1.946009029,-0.008712549,0.01251976,32341,83,20,26.4,11.2,838,479,19.9,20.3,0.020100503
1034,50,3,6,21,47,Kentucky,"Christian County, Kentucky",6.0,88.2,"Christian County, Kentucky",72351,-17.36902825,-0.024327422,0.022418488,39521,86.4,15.6,36.5,16.6,1047,754,26,25.8,-0.007692308
1035,50,3,6,21,49,Kentucky,"Clark County, Kentucky",4.7,121.3,"Clark County, Kentucky",35819,0.652044529,0.005897385,0.01083224,47959,88.8,10,26.2,20.7,1127,698,20.8,16.8,-0.192307692
1036,50,3,6,21,51,Kentucky,"Clay County, Kentucky",9.6,53.1,"Clay County, Kentucky",20766,-8.696040263,-0.042379525,0.012857556,21549,88.6,35,26.9,9.6,804,473,18.9,18.1,-0.042328042
1037,50,3,6,21,53,Kentucky,"Clinton County, Kentucky",7.3,64.6,"Clinton County, Kentucky",10177,-1.041322744,-0.008765949,0.01257738,28025,87.2,17.9,29,9.6,828,528,15.6,18.9,0.211538462
1038,50,3,6,21,55,Kentucky,"Crittenden County, Kentucky",5.0,89.0,"Crittenden County, Kentucky",9188,-0.576743863,-0.013633924,0.012516326,35316,84.4,17,23,11.4,836,492,17.3,18.8,0.086705202
1039,50,3,6,21,57,Kentucky,"Cumberland County, Kentucky",5.5,68.6,"Cumberland County, Kentucky",6738,0.543901111,-0.017641056,0.010982487,32019,82.5,20.6,23.7,13.4,784,454,18.3,14.3,-0.218579235
1040,50,3,6,21,59,Kentucky,"Daviess County, Kentucky",4.5,107.8,"Daviess County, Kentucky",99674,1.683908465,0.03056308,0.013574252,45989,90.6,11.9,28.7,20.3,1014,644,18.8,19.1,0.015957447
1041,50,3,6,21,61,Kentucky,"Edmonson County, Kentucky",6.1,85.6,"Edmonson County, Kentucky",12114,0.8334368,-0.006560604,0.008832755,41710,90.4,14.7,26,13.3,941,602,21.1,21.9,0.037914692
1042,50,3,6,21,63,Kentucky,"Elliott County, Kentucky",10.9,67.1,"Elliott County, Kentucky",7588,-6.169574795,-0.037300178,0.009488666,28224,87.7,23.9,28.9,7.5,905,445,17,18.3,0.076470588
1043,50,3,6,21,65,Kentucky,"Estill County, Kentucky",5.7,72.0,"Estill County, Kentucky",14307,-2.291430598,-0.026403539,0.010763962,29770,86.6,25.6,26.2,7.8,920,545,20.4,16,-0.215686275
1044,50,3,6,21,67,Kentucky,"Fayette County, Kentucky",3.5,115.0,"Fayette County, Kentucky",318449,5.800099909,0.073241506,0.012896885,49778,88.8,12.1,26.5,41.2,1277,778,17.8,17,-0.04494382
1045,50,3,6,21,69,Kentucky,"Fleming County, Kentucky",5.9,104.1,"Fleming County, Kentucky",14507,0.028993293,0.0073606,0.012821397,35469,81.5,16.2,28.1,12.8,881,497,25.3,20.5,-0.18972332
1046,50,3,6,21,71,Kentucky,"Floyd County, Kentucky",10.9,68.4,"Floyd County, Kentucky",37110,-11.76381441,-0.070693411,0.011775802,30096,86,23.9,26.1,12.8,930,543,17.2,17.3,0.005813953
1047,50,3,6,21,73,Kentucky,"Franklin County, Kentucky",4.0,111.7,"Franklin County, Kentucky",50560,2.460793454,0.02543301,0.011570411,47964,89.5,11.5,25.3,27,1152,687,17.1,15,-0.122807018
1048,50,3,6,21,75,Kentucky,"Fulton County, Kentucky",6.8,68.2,"Fulton County, Kentucky",6179,-12.91963645,-0.09319049,0.012947079,28359,85.7,22.7,24.7,13.1,861,479,16.7,14.5,-0.131736527
1049,50,3,6,21,77,Kentucky,"Gallatin County, Kentucky",4.8,105.5,"Gallatin County, Kentucky",8609,-2.254704098,-0.000232261,0.010686491,48370,85.4,12.3,30.4,10.1,1128,669,16.6,20.6,0.240963855
1050,50,3,6,21,79,Kentucky,"Garrard County, Kentucky",4.7,99.6,"Garrard County, Kentucky",17292,3.070314455,0.020478017,0.009484155,44243,86.2,17.1,29.7,15.1,1105,630,22.8,20.1,-0.118421053
1051,50,3,6,21,81,Kentucky,"Grant County, Kentucky",4.9,100.3,"Grant County, Kentucky",24923,-3.923170306,0.009846029,0.014163624,44824,88.9,15.3,33.5,12.4,1221,715,26.3,21.7,-0.174904943
1052,50,3,6,21,83,Kentucky,"Graves County, Kentucky",6.0,87.5,"Graves County, Kentucky",37182,-1.533754092,-0.00110147,0.013043946,39530,88.3,12.6,28.3,17.3,929,575,22,19.4,-0.118181818
1053,50,3,6,21,85,Kentucky,"Grayson County, Kentucky",6.4,82.0,"Grayson County, Kentucky",26184,1.780208003,0.014883721,0.012755881,35030,86.3,19.6,28.7,9.1,909,528,23.3,22,-0.055793991
1054,50,3,6,21,87,Kentucky,"Green County, Kentucky",4.4,80.2,"Green County, Kentucky",11060,-1.272942899,-0.015839117,0.010488246,34982,88.8,14.6,27.6,10.2,843,524,20.8,21,0.009615385
1055,50,3,6,21,89,Kentucky,"Greenup County, Kentucky",8.6,101.1,"Greenup County, Kentucky",35893,-2.754215646,-0.027210884,0.010614883,45370,87.4,13.5,26.5,16.9,1040,629,19,19.4,0.021052632
1056,50,3,6,21,91,Kentucky,"Hancock County, Kentucky",5.4,117.2,"Hancock County, Kentucky",8810,1.135900585,0.030288855,0.014528944,50476,91.5,14.3,31.6,11.2,978,539,23.4,21,-0.102564103
1057,50,3,6,21,93,Kentucky,"Hardin County, Kentucky",4.4,109.9,"Hardin County, Kentucky",107316,-6.386981574,0.002765838,0.013436953,50765,90.4,11.3,32.5,23.2,1123,762,24,21.3,-0.1125
1058,50,3,6,21,95,Kentucky,"Harlan County, Kentucky",12.1,60.7,"Harlan County, Kentucky",27168,-11.21592783,-0.070384944,0.012514723,25814,85.5,26.5,25.1,11.7,798,456,17.9,18.4,0.027932961
1059,50,3,6,21,97,Kentucky,"Harrison County, Kentucky",4.6,104.1,"Harrison County, Kentucky",18646,-1.012413298,-0.008982195,0.011530623,35681,84.8,18.4,26.3,14,1008,597,22.7,15.4,-0.321585903
1060,50,3,6,21,99,Kentucky,"Hart County, Kentucky",4.6,76.9,"Hart County, Kentucky",18627,1.295914455,0.023742786,0.013797176,34774,84.4,20.5,30,10.3,866,498,21.9,20.3,-0.073059361
1061,50,3,6,21,101,Kentucky,"Henderson County, Kentucky",4.7,101.2,"Henderson County, Kentucky",46253,-1.139228671,2.16E-05,0.012128943,41036,89.5,14,26.4,16.8,998,612,19.9,15.8,-0.206030151
1062,50,3,6,21,103,Kentucky,"Henry County, Kentucky",4.1,105.8,"Henry County, Kentucky",15818,4.890931571,0.028478544,0.009229991,46495,89,14.8,27.3,11.2,1126,700,18.8,17.6,-0.063829787
1063,50,3,6,21,105,Kentucky,"Hickman County, Kentucky",5.6,90.5,"Hickman County, Kentucky",4627,-3.655282947,-0.049506984,0.009725524,41218,86.4,13,20.5,9.2,862,531,16.9,13.5,-0.201183432
1064,50,3,6,21,107,Kentucky,"Hopkins County, Kentucky",5.5,99.1,"Hopkins County, Kentucky",45904,-3.09927582,-0.020443003,0.01233008,42346,87.8,12.8,27.2,15.3,913,592,19.4,18.1,-0.067010309
1065,50,3,6,21,109,Kentucky,"Jackson County, Kentucky",7.5,67.7,"Jackson County, Kentucky",13368,-1.651947165,-0.009557679,0.011594853,29826,83.7,25.5,29.2,9.7,816,523,17.8,19.1,0.073033708
1066,50,3,6,21,111,Kentucky,"Jefferson County, Kentucky",4.4,113.4,"Jefferson County, Kentucky",765352,1.944138073,0.031086778,0.012958743,48695,89.4,11.8,25.7,31.5,1218,749,16.6,15.3,-0.078313253
1067,50,3,6,21,113,Kentucky,"Jessamine County, Kentucky",3.8,110.3,"Jessamine County, Kentucky",52357,6.088885456,0.074827558,0.013006857,50558,88.8,15.5,34.4,29,1262,771,26.5,23,-0.132075472
1068,50,3,6,21,115,Kentucky,"Johnson County, Kentucky",9.6,79.8,"Johnson County, Kentucky",22978,-3.179223512,-0.017908279,0.012316128,35570,89.2,20.9,26.8,10.8,942,543,21.2,20.2,-0.047169811
1069,50,3,6,21,117,Kentucky,"Kenton County, Kentucky",4.1,116.5,"Kenton County, Kentucky",164945,0.00727684,0.030912693,0.014289612,54296,89.7,11.8,29.2,28.9,1256,747,21.4,18,-0.158878505
1070,50,3,6,21,119,Kentucky,"Knott County, Kentucky",11.2,66.7,"Knott County, Kentucky",15544,-7.109735265,-0.048132272,0.012287699,30411,86.2,24.2,25.2,12.3,869,479,16.9,16.7,-0.01183432
1071,50,3,6,21,121,Kentucky,"Knox County, Kentucky",7.9,63.3,"Knox County, Kentucky",31687,-1.766985466,-0.005430006,0.012150093,26599,86.7,26.8,24.8,11,942,545,17.2,14.4,-0.162790698
1072,50,3,6,21,123,Kentucky,"Larue County, Kentucky",4.5,89.0,"Larue County, Kentucky",14096,-0.072761263,-0.006764374,0.009790011,38578,89.4,13.8,27.2,10.3,972,657,20.7,16,-0.22705314
1073,50,3,6,21,125,Kentucky,"Laurel County, Kentucky",6.1,83.5,"Laurel County, Kentucky",60250,1.035040733,0.021359552,0.01193361,36020,85.5,18.9,28.6,12.3,948,579,22.2,19.1,-0.13963964
1074,50,3,6,21,127,Kentucky,"Lawrence County, Kentucky",10.4,80.3,"Lawrence County, Kentucky",15863,-0.724115958,-0.001196323,0.012607956,35935,87.2,18,25.7,11.9,894,519,19.5,20.2,0.035897436
1075,50,3,6,21,129,Kentucky,"Lee County, Kentucky",9.2,58.0,"Lee County, Kentucky",6580,-22.39111007,-0.146230699,0.010942249,22698,86.4,27.3,19,7.9,786,435,15.8,13.9,-0.120253165
1076,50,3,6,21,131,Kentucky,"Leslie County, Kentucky",13.0,63.6,"Leslie County, Kentucky",10538,-10.34965694,-0.066276803,0.012431201,25872,87.9,22.7,24.7,8.6,836,438,20.1,17.5,-0.129353234
1077,50,3,6,21,133,Kentucky,"Letcher County, Kentucky",11.9,68.8,"Letcher County, Kentucky",22773,-11.38421893,-0.072382892,0.011680499,30333,86.8,24.7,23.4,11.8,781,531,17.5,16.1,-0.08
1078,50,3,6,21,135,Kentucky,"Lewis County, Kentucky",9.2,75.0,"Lewis County, Kentucky",13442,-4.36386114,-0.028195489,0.010191936,28630,85.2,24.7,28.6,10.9,809,438,20.5,18.6,-0.092682927
1079,50,3,6,21,137,Kentucky,"Lincoln County, Kentucky",6.0,82.4,"Lincoln County, Kentucky",24372,-4.106673038,-0.015312513,0.011939931,37139,85.2,20.3,30.8,10.6,906,569,21.7,19.7,-0.092165899
1080,50,3,6,21,139,Kentucky,"Livingston County, Kentucky",7.0,98.6,"Livingston County, Kentucky",9269,-2.396580632,-0.027999161,0.01078865,42171,91.4,13.2,19.6,10.4,932,607,15.6,12.7,-0.185897436
1081,50,3,6,21,141,Kentucky,"Logan County, Kentucky",4.2,96.9,"Logan County, Kentucky",26593,-2.958259765,-0.009387223,0.011356372,38570,85.7,13.8,24.4,13.2,987,588,19.6,15.5,-0.209183673
1082,50,3,6,21,143,Kentucky,"Lyon County, Kentucky",5.6,106.7,"Lyon County, Kentucky",8069,1.908912091,-0.029585087,0.006568348,46931,89,7.2,15.5,17.8,1159,419,15.5,10.5,-0.322580645
1083,50,3,6,21,145,Kentucky,"McCracken County, Kentucky",5.7,104.4,"McCracken County, Kentucky",65162,0.026385514,-0.005646097,0.011172156,44067,89.6,13.7,24.4,23,1037,604,18.5,14.4,-0.221621622
1084,50,3,6,21,147,Kentucky,"McCreary County, Kentucky",7.7,56.8,"McCreary County, Kentucky",17511,-8.904324675,-0.04259158,0.011135857,19328,88.2,35.9,27.4,7,730,556,18.7,20.9,0.117647059
1085,50,3,6,21,149,Kentucky,"McLean County, Kentucky",4.8,97.4,"McLean County, Kentucky",9475,-0.525192306,-0.003994534,0.010765172,40770,89.9,14.4,27.5,10.9,951,490,20.3,17.7,-0.128078818
1086,50,3,6,21,151,Kentucky,"Madison County, Kentucky",4.1,102.6,"Madison County, Kentucky",89547,7.928488921,0.072611846,0.011312495,42390,89.1,14.4,27.3,28.6,1162,647,19.3,19.1,-0.010362694
1087,50,3,6,21,153,Kentucky,"Magoffin County, Kentucky",18.8,66.2,"Magoffin County, Kentucky",12684,-8.782121133,-0.046602526,0.011431725,28500,86.5,23.8,28.2,8.5,900,478,22.4,19.2,-0.142857143
1088,50,3,6,21,155,Kentucky,"Marion County, Kentucky",4.1,91.2,"Marion County, Kentucky",19205,-7.988235633,-0.03083367,0.013538141,38826,90.1,16,30.1,13.4,975,554,20.1,19.9,-0.009950249
1089,50,3,6,21,157,Kentucky,"Marshall County, Kentucky",5.6,110.2,"Marshall County, Kentucky",31365,2.803670758,-0.003336511,0.010680695,45212,91.6,7.1,24.5,15.8,1030,596,19.1,17.4,-0.089005236
1090,50,3,6,21,159,Kentucky,"Martin County, Kentucky",10.1,64.6,"Martin County, Kentucky",12002,-11.49241723,-0.069251648,0.009165139,25795,84.9,35.5,30.2,6.5,958,420,17.2,19.4,0.127906977
1091,50,3,6,21,161,Kentucky,"Mason County, Kentucky",6.1,82.1,"Mason County, Kentucky",17190,-3.191943883,-0.017714286,0.011460151,38824,88.9,11.7,27.4,16,997,547,22,18.2,-0.172727273
1092,50,3,6,21,163,Kentucky,"Meade County, Kentucky",5.0,113.1,"Meade County, Kentucky",28126,-5.575025884,-0.021125535,0.008568584,49884,87.5,12,33.4,14.8,1101,772,26.1,24.1,-0.076628352
1093,50,3,6,21,165,Kentucky,"Menifee County, Kentucky",8.4,75.9,"Menifee County, Kentucky",6408,1.82810276,0.007864108,0.009831461,31503,86.4,27.2,27.8,10.7,781,511,23,17.4,-0.243478261
1094,50,3,6,21,167,Kentucky,"Mercer County, Kentucky",4.7,102.6,"Mercer County, Kentucky",21477,1.344412576,0.006042721,0.011081622,42083,89.2,14.4,24.7,18.8,1080,580,20.3,17.6,-0.133004926
1095,50,3,6,21,169,Kentucky,"Metcalfe County, Kentucky",4.5,72.3,"Metcalfe County, Kentucky",10018,-2.182744746,-0.010079051,0.011978439,32294,83,15.4,27.1,11.6,820,504,20.6,21.7,0.053398058
1096,50,3,6,21,171,Kentucky,"Monroe County, Kentucky",4.0,70.0,"Monroe County, Kentucky",10588,-3.721842249,-0.034382125,0.01256139,31045,89.4,20.5,24.1,14.1,821,520,15.4,17.4,0.12987013
1097,50,3,6,21,173,Kentucky,"Montgomery County, Kentucky",6.3,94.0,"Montgomery County, Kentucky",27771,2.702262888,0.045712995,0.013863383,39275,85.8,19.1,29.7,17.1,984,646,21.1,18.8,-0.109004739
1098,50,3,6,21,175,Kentucky,"Morgan County, Kentucky",7.8,69.7,"Morgan County, Kentucky",13298,-4.747910238,-0.032591299,0.009775906,29707,88.8,19.4,27.5,11.8,861,504,18.6,18.2,-0.021505376
1099,50,3,6,21,177,Kentucky,"Muhlenberg County, Kentucky",7.0,89.1,"Muhlenberg County, Kentucky",31028,-1.288028196,-0.019311609,0.010732242,38961,87.4,14.5,25.8,10.4,891,531,19.8,18,-0.090909091
1100,50,3,6,21,179,Kentucky,"Nelson County, Kentucky",4.5,114.8,"Nelson County, Kentucky",45559,2.42492316,0.04466763,0.012774644,49298,90.9,12.5,34.8,16.2,1072,702,22.9,22.9,0
1101,50,3,6,21,181,Kentucky,"Nicholas County, Kentucky",5.4,82.5,"Nicholas County, Kentucky",7084,1.701234017,-0.005475221,0.011010728,36097,84.1,16,27.2,11.2,905,487,25.4,17.8,-0.299212598
1102,50,3,6,21,183,Kentucky,"Ohio County, Kentucky",6.5,90.0,"Ohio County, Kentucky",24378,3.272098974,0.022266952,0.010542292,40189,89.3,17.2,28.8,9.7,839,533,20.1,19.4,-0.034825871
1103,50,3,6,21,185,Kentucky,"Oldham County, Kentucky",3.4,186.8,"Oldham County, Kentucky",65560,10.96403712,0.084981382,0.00861806,85452,94.6,4.5,40.7,39.4,1636,833,35,33.2,-0.051428571
1104,50,3,6,21,187,Kentucky,"Owen County, Kentucky",4.1,96.7,"Owen County, Kentucky",10642,-2.041989647,-0.01835624,0.009020861,41934,91.1,13.5,28.4,12.2,946,565,22.5,19.4,-0.137777778
1105,50,3,6,21,189,Kentucky,"Owsley County, Kentucky",9.4,51.7,"Owsley County, Kentucky",4491,-5.192883605,-0.058095638,0.011801381,20985,87.9,30.8,25,16.6,899,351,20.7,13.5,-0.347826087
1106,50,3,6,21,191,Kentucky,"Pendleton County, Kentucky",4.8,109.2,"Pendleton County, Kentucky",14560,-4.949307871,-0.02294994,0.012362637,48353,91.4,11.5,26.6,10.8,1115,583,24.3,19.6,-0.193415638
1107,50,3,6,21,193,Kentucky,"Perry County, Kentucky",10.5,70.3,"Perry County, Kentucky",27343,-7.670182028,-0.047083014,0.014153531,32667,85.9,21.9,28.6,14,933,535,17,19.5,0.147058824
1108,50,3,6,21,195,Kentucky,"Pike County, Kentucky",10.8,76.0,"Pike County, Kentucky",60555,-10.1399208,-0.069572699,0.010288168,33183,88.8,18.7,26.8,13.3,934,616,21,19.5,-0.071428571
1109,50,3,6,21,197,Kentucky,"Powell County, Kentucky",7.0,76.4,"Powell County, Kentucky",12308,-4.48303498,-0.02665085,0.013324667,29736,87.4,18.7,24.6,13,954,543,23.8,15.8,-0.336134454
1110,50,3,6,21,199,Kentucky,"Pulaski County, Kentucky",5.3,90.1,"Pulaski County, Kentucky",63956,2.781151886,0.011930002,0.011195197,34790,88.2,20.1,26.1,14.4,932,598,19.4,15.6,-0.195876289
1111,50,3,6,21,201,Kentucky,"Robertson County, Kentucky",5.9,88.6,"Robertson County, Kentucky",2155,-5.616717488,-0.05191377,0.011136891,31741,90.8,17.2,26.7,16,972,539,18.9,17.2,-0.08994709
1112,50,3,6,21,203,Kentucky,"Rockcastle County, Kentucky",5.9,73.7,"Rockcastle County, Kentucky",16850,-0.111659339,-0.01277244,0.010326409,31555,89.4,20.4,29.1,9.8,863,522,23.3,21,-0.098712446
1113,50,3,6,21,205,Kentucky,"Rowan County, Kentucky",5.5,81.0,"Rowan County, Kentucky",24451,4.742646884,0.045495361,0.010878901,36860,86,17.7,27,26.9,948,620,19.5,19.4,-0.005128205
1114,50,3,6,21,207,Kentucky,"Russell County, Kentucky",8.3,70.8,"Russell County, Kentucky",17722,2.716300515,0.009340472,0.011398262,30720,85.4,19.8,21.8,12.4,875,508,17.1,13.5,-0.210526316
1115,50,3,6,21,209,Kentucky,"Scott County, Kentucky",3.7,141.2,"Scott County, Kentucky",53972,14.85153109,0.137282171,0.012098866,63027,90.7,8.6,35.5,27.8,1227,760,26.9,25.1,-0.066914498
