"Charleston, South Carolina",10
"Rensselaer, New York",9
"Loudoun, Virginia",9
"St. Louis, Minnesota",9
"Will, Illinois",9
"Jefferson, Colorado",9
"Broome, New York",9
"York, Pennsylvania",9
"Weld, Colorado",9
"Monmouth, New Jersey",9
"Hampshire, Massachusetts",9
"Anne Arundel, Maryland",9
"Montgomery, Ohio",9
"Duval, Florida",9
"Santa Barbara, California",9
"Jackson, Oregon",9
"Delaware, New York",9
"Larimer, Colorado",9
"Jackson, Illinois",9
"Tulare, California",9
"Ramsey, Minnesota",9
"Collier, Florida",9
"Douglas, Nebraska",9
"Yavapai, Arizona",8
"Rockland, New York",8
"Macomb, Michigan",8
"Washington, New York",8
"Centre County, Pennsylvania",8
"Horry, South Carolina",8
"Leon, Florida",8
"Richmond City, Virginia",8
"Kitsap, Washington",8
"Chautauqua, New York",8
"Sullivan, New York",8
"Grafton, New Hampshire",8
"Washoe, Nevada",8
"Knox, Tennessee",8
"Ottawa, Michigan",8
"Mendocino, California",8
"Oklahoma, Oklahoma",8
"Brown, Wisconsin",8
"Greene, Missouri",8
"Harris, Texas",8
"Kane, Illinois",8
"Beaufort, South Carolina",8
"Niagara, New York",8
"Rutland, Vermont",8
"Caledonia, Vermont",8
"Allen, Indiana",8
"Hillsborough, Florida",8
"Alachua, Florida",8
"Johnson, Kansas",8
"Maui, Hawaii",8
"Kenosha, Wisconsin",8
"Columbia, New York",8
"Herkimer, New York",8
"Sedgwick, Kansas",8
"Bernalillo, New Mexico",8
"Dallas, Texas",8
"Madison, New York",8
"Hudson, New Jersey",8
"Washington, Vermont",8
"Columbia, Wisconsin",8
"Washington, Rhode Island",8
"Anchorage, Alaska",8
"Linn, Iowa",8
"Franklin, Missouri",8
"Tulsa, Oklahoma",8
"Belknap, New Hampshire",8
"Livingston, New York",7
"Licking, Ohio",7
"Utah, Utah",7
"Lehigh, Pennsylvania",7
"Pike, Ohio",7
"Lexington, South Carolina",7
"Rock, Wisconsin",7
"Ogle, Illinois",7
"Walton, Florida",7
"Stearns, Minnesota",7
"Waldo, Maine",7
"Shiawassee, Michigan",7
"Greenville, South Carolina",7
"Sandoval, New Mexico",7
"Montgomery, New York",7
"Lafayette, Missouri",7
"Steuben, New York",7
"Hamilton, Tennessee",7
"Winnebago, Illinois",7
"Saginaw, Michigan",7
"Harrison, Mississippi",7
"Strafford, New Hampshire",7
"Gallatin, Montana",7
"Kennebec, Maine",7
"Shelby, Alabama",7
"Calhoun, Michigan",7
"Santa Cruz, California",7
"Oxford, Maine",7
"Wayne, New York",7
"Otsego, New York",7
"Lake, California",7
"Marathon, Wisconsin",7
"Madison, Alabama",7
"Gwinnett, Georgia",7
"Benton, Arkansas",7
"Lake, Indiana",7
"Dakota, Minnesota",7
"Matanuska-Susitna, Alaska",7
"Outagamie, Wisconsin",7
"Ontario, New York",7
"Siskiyou, California",7
"Clark, Wisconsin",7
"Orleans, Vermont",7
"Leelanau, Michigan",7
"Penobscot, Maine",7
"Middlesex, New Jersey",6
"Genesee, Michigan",6
"Ada, Idaho",6
"Clay, Missouri",6
"Polk, Wisconsin",6
"Windham, Connecticut",6
"Douglas, Wisconsin",6
"East Baton Rouge, Louisiana",6
"Catawba, North Carolina",6
"Lawrence, Missouri",6
"Prince William, Virginia",6
"Warren, New York",6
"Richland, Ohio",6
"Anoka, Minnesota",6
"Carroll, New Hampshire",6
"Forsyth, North Carolina",6
"McHenry, Illinois",6
"Van Buren, Michigan",6
"Lancaster, Nebraska",6
"Howard, Maryland",6
"Lake, Ohio",6
"Sarasota, Florida",6
"Brevard, Florida",6
"Passaic, New Jersey",6
"Christian, Missouri",6
"Miami, Ohio",6
"La Salle, Illinois",6
"Yolo, California",6
"Black Hawk, Iowa",6
"Medina, Ohio",6
"Napa, California",6
"Missoula, Montana",6
"Cumberland, Pennsylvania",6
"Durham, North Carolina",6
"Racine, Wisconsin",6
"Douglas, Oregon",6
"Cayuga, New York",6
"Tompkins, New York",6
"Chesterfield, Virginia",6
"Clayton, Iowa",6
"Berks, Pennsylvania",6
"Jo Daviess, Illinois",6
"Eagle, Colorado",6
"Menominee, Michigan",6
"Carroll, Maryland",6
"Kankakee, Illinois",6
"Lincoln, Oregon",6
"Wayne, Ohio",6
"Winnebago, Wisconsin",6
"Wood, Wisconsin",6
"Pitt, North Carolina",6
"Cobb, Georgia",6
"Douglas, Kansas",6
"Union, New Jersey",6
"Cattaraugus, New York",6
"Walworth, Wisconsin",6
"Berrien, Michigan",6
"Fremont, Wyoming",6
"Franklin, New York",6
"Oswego, New York",6
"Champaign, Illinois",6
"Shawnee, Kansas",6
"Thurston, Washington",6
"Livingston, Michigan",6
"Jefferson, Wisconsin",5
"Clark, Washington",5
"Lafayette, Louisiana",5
"Atlantic, New Jersey",5
"St. Louis City, Missouri",5
"Lubbock, Texas",5
"Washington, Arkansas",5
"Burleigh, North Dakota",5
"Clarke, Georgia",5
"Hendricks, Indiana",5
"Forrest, Mississippi",5
"Hunterdon, New Jersey",5
"Washington, Maine",5
"Dona Ana, New Mexico",5
"Cape May, New Jersey",5
"Boulder, Colorado",5
"St. Joseph, Indiana",5
"Lake, Florida",5
"Franklin, Maine",5
"Howard, Iowa",5
"Androscoggin, Maine",5
"Delaware, Pennsylvania",5
"Holmes, Ohio",5
"Grand Traverse, Michigan",5
"Clinton, New York",5
"Fayette, Kentucky",5
"Cole, Missouri",5
"Flathead, Montana",5
"Otero, New Mexico",5
"Northampton, Pennsylvania",5
"Hamilton, Indiana",5
"Campbell, Kentucky",5
"Minnehaha, South Dakota",5
"St. Croix, Wisconsin",5
"Antrim, Michigan",5
"Somerset, New Jersey",5
"Burlington, New Jersey",5
"Anderson, South Carolina",5
"Iredell, North Carolina",5
"Sauk, Wisconsin",5
"Johnson, Iowa",5
"Cheshire, New Hampshire",5
"Dodge, Wisconsin",5
"Lamoille, Vermont",5
"Benton, Iowa",5
"Amador, California",5
"Kenai Peninsula, Alaska",5
"Butte, California",5
"Cass, Missouri",5
"Seneca, New York",5
"Muskegon, Michigan",5
"Alexandria, Virginia",5
"Addison, Vermont",5
"Orange, North Carolina",5
"Faulkner, Arkansas",5
"Barron, Wisconsin",5
"Montcalm, Michigan",5
"Merced, California",5
"Santa Fe, New Mexico",5
"Albemarle, Virginia",5
"St. Charles, Missouri",5
"Bay, Florida",5
"Howell, Missouri",5
"Skagit, Washington",5
"Benzie, Michigan",5
"Washington, Wisconsin",5
"Washington, Tennessee",5
"Ashtabula, Ohio",5
"Polk, Florida",5
"Washington, Maryland",5
"Madera, California",5
"Jefferson, Missouri",5
"Scott, Iowa",5
"La Crosse, Wisconsin",5
"Fayette, Pennsylvania",5
"Eaton, Michigan",5
"Elkhart, Indiana",5
"Adams, Colorado",5
"Wyandotte, Kansas",5
"Butler, Ohio",5
"Cameron, Texas",5
"Cape Girardeau, Missouri",5
"Luzerne, Pennsylvania",4
"Monroe, Michigan",4
"Delaware, Ohio",4
"McLean, Illinois",4
"Guilford, North Carolina",4
"Alcona, Michigan",4
"Brown, Ohio",4
"LOS ANGELES, California",4
"Barren, Kentucky",4
"Jefferson, West Virginia",4
"Canyon, Idaho",4
"Hall, Georgia",4
"Lawrence, Pennsylvania",4
"Chemung, New York",4
"Chatham, Georgia",4
"LaPorte, Indiana",4
"Chatham, North Carolina",4
"Phelps, Missouri",4
"Tillamook, Oregon",4
"Baldwin, Alabama",4
"Houghton, Michigan",4
"Allegany, Maryland",4
"Tippecanoe, Indiana",4
"Lackawanna, Pennsylvania",4
"Hidalgo, Texas",4
"Umatilla, Oregon",4
"Johnson, Missouri",4
"Lorain, Ohio",4
"Charles, Maryland",4
"Island, Washington",4
"Sanders, Montana",4
"Schuyler, New York",4
"Monroe, Indiana",4
"Franklin, Vermont",4
"Spotsylvania, Virginia",4
"Crawford, Pennsylvania",4
"Calvert, Maryland",4
"Allegany, New York",4
"Mahoning, Ohio",4
"Dauphin, Pennsylvania",4
"Payne, Oklahoma",4
"Hardin, Iowa",4
"Stephenson, Illinois",4
"Williamson, Illinois",4
"Emmet, Michigan",4
"Virginia Beach, Virginia",4
"Williams, North Dakota",4
"Blair, Pennsylvania",4
"Harrison, West Virginia",4
"Burnett, Wisconsin",4
"Belmont, Ohio",4
"Lucas, Ohio",4
"Surry, North Carolina",4
"Cass, Iowa",4
"Portage, Ohio",4
"Highland, Ohio",4
"Berkeley, South Carolina",4
"Schoharie, New York",4
"Denton, Texas",4
"Grant, Wisconsin",4
"Dawson, Nebraska",4
"Cortland, New York",4
"Cambria, Pennsylvania",4
"Warren, Kentucky",4
"Wise, Virginia",4
"Whiteside, Illinois",4
"Gaston, North Carolina",4
"St. Tammany, Louisiana",4
"Bartholomew, Indiana",4
"Ward, North Dakota",4
"San Mateo County, California",4
"Dubuque, Iowa",4
"Volusia, Florida",4
"Tazewell, Virginia",4
"Ravalli, Montana",4
"Orangeburg, South Carolina",4
"Rowan, North Carolina",4
"Galveston, Texas",4
"Barbour, Alabama",4
"Stevens, Washington",4
"Washington, Minnesota",4
"Collin, Texas",4
"Greene, New York",4
"Pulaski, Missouri",4
"Hinds, Mississippi",4
"Garfield, Colorado",4
"Williamson, Tennessee",4
"Latah, Idaho",4
"Camden, Missouri",4
"Buffalo, Nebraska",4
"Butler, Missouri",4
"St. Mary's, Maryland",4
"Albany County, New York",4
"Warren, Missouri",4
"Centre, Pennsylvania",4
"Marshall, Iowa",4
"Coles, Illinois",4
"Haywood, North Carolina",4
"Olmsted, Minnesota",4
"Linn, Oregon",4
"Manitowoc, Wisconsin",4
"Wasco, Oregon",4
"Chenango, New York",4
"Rockingham, North Carolina",4
"Bonner, Idaho",4
"Mobile, Alabama",4
"Chisago, Minnesota",4
"Warren, New Jersey",4
"Platte, Missouri",4
"Fond du Lac, Wisconsin",4
"Lawrence, South Dakota",4
"Guadalupe, Texas",4
"Grant, Indiana",4
"Lee, Iowa",4
"Cabarrus, North Carolina",4
"New Hanover, North Carolina",4
"York, South Carolina",4
"Madison, Montana",4
"Stafford, Virginia",4
"Taney, Missouri",4
"Nueces, Texas",4
"Greenbrier, West Virginia",4
"Bedford, Virginia",4
"Somerset, Maine",4
"Johnson, Tennessee",4
"Perry, Ohio",4
"Crawford, Wisconsin",4
"Warren, Ohio",4
"Henderson, North Carolina",4
"Worcester, Maryland",4
"Knox, Maine",4
"Story, Iowa",4
"Fairbanks North Star, Alaska",4
"Lycoming, Pennsylvania",4
"Lapeer, Michigan",4
"Erie, Pennsylvania",4
"Muskingum, Ohio",4
"Pasco, Florida",4
"Okaloosa, Florida",4
"Bayfield, Wisconsin",4
"Allegan, Michigan",4
"Schenectady, New York",4
"St. Johns, Florida",4
"Montgomery, Virginia",4
"Clatsop, Oregon",4
"Benton, Washington",4
"Laramie, Wyoming",3
"McHenry, North Dakota",3
"Knox, Ohio",3
"Ashland, Ohio",3
"Madison, Mississippi",3
"Fayette, Iowa",3
"Pickens, South Carolina",3
"Newport News, Virginia",3
"Price, Wisconsin",3
"Oklahoma County, Oklahoma",3
"Winnebago, Iowa",3
"Charlotte, Florida",3
"Allen County, Ohio",3
"Gratiot, Michigan",3
"Jackson, Michigan",3
"Escambia, Alabama",3
"Yakima, Washington",3
"Bibb, Georgia",3
"Pacific, Washington",3
"Douglas, Colorado",3
"Shenandoah, Virginia",3
"St. Lucie, Florida",3
"Rockbridge, Virginia",3
"Platte, Wyoming",3
"Des Moines, Iowa",3
"Logan, Arkansas",3
"Escambia, Florida",3
"DeSoto, Mississippi",3
"Wichita, Texas",3
"Etowah, Alabama",3
"Sussex, New Jersey",3
"Lincoln, North Carolina",3
"Grant, Kentucky",3
"Aroostook, Maine",3
"Yellowstone, Montana",3
"Grand Isle, Vermont",3
"Riverside County, California",3
"Wyoming, New York",3
"Navajo, Arizona",3
"Jackson, North Carolina",3
"Huerfano, Colorado",3
"Granville, North Carolina",3
"Burke, North Carolina",3
"Montgomery, Alabama",3
"Fauquier, Virginia",3
"Rockingham, Virginia",3
"Sumter, South Carolina",3
"Genesee, New York",3
"Pembina, North Dakota",3
"Stutsman, North Dakota",3
"Madison, North Carolina",3
"Antelope, Nebraska",3
"Rice, Minnesota",3
"Cowlitz, Washington",3
"Tucker, West Virginia",3
"KERN, California",3
"Onslow, North Carolina",3
"Cedar, Iowa",3
"Tuscaloosa, Alabama",3
"Callaway, Missouri",3
"Hardin, Kentucky",3
"Beaver, Pennsylvania",3
"Osceola, Michigan",3
"Porter, Indiana",3
"Pocahontas, West Virginia",3
"Pocahontas, Iowa",3
"Mercer, Pennsylvania",3
"Madison, Indiana",3
"Churchill, Nevada",3
"Defiance, Ohio",3
"Sumter, Florida",3
"Chesterfield, South Carolina",3
"Roanoke, Virginia",3
"Woodford, Kentucky",3
"Osceola, Florida",3
"Muscatine, Iowa",3
"Kootenai, Idaho",3
"Kent, Delaware",3
"Reno, Kansas",3
"Vanderburgh, Indiana",3
"Iowa, Iowa",3
"Kent, Rhode Island",3
"Bell, Texas",3
"Lebanon, Pennsylvania",3
"Madison, Nebraska",3
"San Juan, Washington",3
"Crawford, Missouri",3
"Baxter, Arkansas",3
"Wapello, Iowa",3
"Jefferson Davis, Louisiana",3
"Coos, Oregon",3
"Teton, Wyoming",3
"Montgomery, Kansas",3
"Clearfield, Pennsylvania",3
"Marshall, Alabama",3
"Ozaukee, Wisconsin",3
"Delaware, Indiana",3
"Geary, Kansas",3
"Arapahoe, Colorado",3
"Cass, North Dakota",3
"Van Buren, Iowa",3
"Polk, Minnesota",3
"Caldwell, North Carolina",3
"Rutherford, Tennessee",3
"Tioga, New York",3
"Greenwood, South Carolina",3
"Brown, Nebraska",3
"Calumet, Wisconsin",3
"Marshall, Indiana",3
"Roane, West Virginia",3
"Avoyelles, Louisiana",3
"Rabun, Georgia",3
"Monroe, Wisconsin",3
"Natrona, Wyoming",3
"Guthrie, Iowa",3
"Orange, Indiana",3
"Allen, Kansas",3
"Jackson, Iowa",3
"Hood River, Oregon",3
"Schuylkill, Pennsylvania",3
"Houston, Alabama",3
"Richmond, Georgia",3
"Sutter, California",3
"Montezuma, Colorado",3
"Mifflin, Pennsylvania",3
"Huron, Ohio",3
"Geauga, Ohio",3
"Lewis, New York",3
"Hancock, Iowa",3
"Park, Wyoming",3
"Mitchell, Iowa",3
"Georgetown, South Carolina",3
"Chelan, Washington",3
"McLeod, Minnesota",3
"Goochland, Virginia",3
"Green Lake, Wisconsin",3
"Cherokee, Georgia",3
"Boone, Arkansas",3
"Jefferson, Ohio",3
"Randolph, Missouri",3
"Gage, Nebraska",3
"Pueblo, Colorado",3
"Lowndes, Georgia",3
"Houston, Georgia",3
"Randolph, Illinois",3
"Gasconade, Missouri",3
"Davis, Utah",3
"Accomack, Virginia",3
"San Miguel, Colorado",3
"Kossuth, Iowa",3
"McKinley, New Mexico",3
"Calaveras, California",3
"Harford, Maryland",3
"Seminole, Florida",3
"Mason, West Virginia",3
"Glenn, California",3
"Boone, Indiana",3
"Marion, Iowa",3
"Washington, Pennsylvania",3
"O'Brien, Iowa",3
"Lafayette, Mississippi",3
"Clare, Michigan",3
"Clinton, Iowa",3
"Cochise, Arizona",3
"Warren, Iowa",3
"Orange, Vermont",3
"Ionia, Michigan",3
"Santa Cruz, Arizona",3
"Carroll, Arkansas",3
"Tift, Georgia",3
"Rutherford, North Carolina",3
"Lincoln, Wisconsin",3
"Lewis, Washington",3
"St. Clair, Michigan",3
"McDonald, Missouri",3
"Lincoln, Nebraska",3
"Plymouth, Iowa",3
"Newport, Rhode Island",3
"Hawaii County, Hawaii",3
"Davie, North Carolina",3
"McPherson, Kansas",3
"Marquette, Michigan",3
"Tuolumne, California",3
"Hays, Texas",3
"Bay, Michigan",3
"Bennington, Vermont",3
"Dallas, Iowa",3
"Lincoln, Nevada",3
"Yamhill, Oregon",3
"Madison, Illinois",3
"Watauga, North Carolina",3
"Iberia, Louisiana",3
"Coos, New Hampshire",3
"Barbour, West Virginia",3
"Suwannee, Florida",3
"Sullivan, Tennessee",3
"Davidson, North Carolina",3
"Jackson, Mississippi",3
"Pima County, Arizona",3
"Vernon, Wisconsin",3
"Alamance, North Carolina",3
"Yates, New York",3
"Madison, Ohio",3
"Iosco, Michigan",3
"Preston, West Virginia",3
"Posey, Indiana",3
"Sheboygan, Wisconsin",3
"Clermont, Ohio",3
"Big Horn, Wyoming",3
"Wallowa, Oregon",3
"Page, Virginia",3
"Tehama, California",3
"Johnston, North Carolina",3
"Jefferson, Louisiana",3
"Routt, Colorado",3
"Jackson, Wisconsin",3
"Hancock, Indiana",3
"Scotts Bluff, Nebraska",3
"Jasper, Missouri",3
"Charlevoix, Michigan",3
"Hughes, South Dakota",3
"Lincoln, Missouri",3
"Klamath, Oregon",3
"Bristol, Rhode Island",3
"Allen, Ohio",3
"Washington, Ohio",3
"Smith, Texas",3
"Lyon, Nevada",3
"Sullivan, New Hampshire",3
"Josephine, Oregon",3
"Clinton, Michigan",3
"Rock Island, Illinois",3
"Bossier, Louisiana",3
"Eau Claire, Wisconsin",3
"Wright, Minnesota",3
"Spartanburg, South Carolina",3
"Calcasieu, Louisiana",3
"Tazewell, Illinois",3
"Carlton, Minnesota",3
"Lafourche, Louisiana",3
"Cerro Gordo, Iowa",3
"Morgan, Alabama",3
"Iowa, Wisconsin",3
"Fulton, New York",3
"Jasper, Iowa",3
"Fairfield, Ohio",2
"Becker, Minnesota",2
"Livingston, Illinois",2
"Piatt, Illinois",2
"Douglas, Minnesota",2
"Clarke, Alabama",2
"Kewaunee, Wisconsin",2
"Fayette, West Virginia",2
"Champaign, Ohio",2
"Caddo, Louisiana",2
"Mahaska, Iowa",2
"Putnam, Indiana",2
"Monongalia, West Virginia",2
"Walker, Georgia",2
"Wicomico, Maryland",2
"Chippewa, Michigan",2
"Clay, Iowa",2
"Muhlenberg, Kentucky",2
"Newton, Arkansas",2
"Greene, Alabama",2
"Madison, Missouri",2
"Adams, Pennsylvania",2
"Perry, Illinois",2
"Crawford, Michigan",2
"Muscogee, Georgia",2
"Cecil, Maryland",2
"JEFFERSON, Alabama",2
"Warrick, Indiana",2
"Nantucket, Massachusetts",2
"Winneshiek, Iowa",2
"Yadkin, North Carolina",2
"Rio Arriba, New Mexico",2
"Valley, Montana",2
"Greene, Pennsylvania",2
"Grand, Colorado",2
"Wilson, Tennessee",2
"La Plata, Colorado",2
"Pulaski, Georgia",2
"Trumbull, Ohio",2
"Walton, Georgia",2
"Manassas, Virginia",2
"Harlan, Nebraska",2
"Page, Iowa",2
"Pike, Missouri",2
"Carteret, North Carolina",2
"Neshoba, Mississippi",2
"Grady, Oklahoma",2
"Randolph, North Carolina",2
"Louisa, Virginia",2
"Stokes, North Carolina",2
"Tallapoosa, Alabama",2
"Saline, Kansas",2
"Santa Rosa, Florida",2
"Morton, North Dakota",2
"Greene County, Ohio",2
"Cache, Utah",2
"Decatur, Iowa",2
"Henrico, Virginia",2
"Cass County, Minnesota",2
"Oconee, South Carolina",2
"Chaffee, Colorado",2
"Watonwan, Minnesota",2
"Bremer, Iowa",2
"Hamilton, New York",2
"Athens, Ohio",2
"Hall, Nebraska",2
"Marshall, Kansas",2
"Perry, Indiana",2
"Benton, Oregon",2
"Ouachita, Louisiana",2
"Jefferson, Washington",2
"Sangamon, Illinois",2
"Adams, Nebraska",2
"Smyth, Virginia",2
"Solano, California",2
"Blaine, Idaho",2
"Newton, Missouri",2
"Carson City, Nevada",2
"Flagler, Florida",2
"Presque Isle, Michigan",2
"Marion, Illinois",2
"Caroline, Maryland",2
"Brooke, West Virginia",2
"Steele, Minnesota",2
"San Juan, Puerto Rico",2
"Mountrail, North Dakota",2
"Pickens, Alabama",2
"Polk, Oregon",2
"Marion, West Virginia",2
"Mitchell, North Carolina",2
"Lawrence, Tennessee",2
"Clayton, Georgia",2
"Smith, Tennessee",2
"Montgomery, Illinois",2
"Coconino, Arizona",2
"Jones, Iowa",2
"Tulsa County, Oklahoma",2
"Thayer, Nebraska",2
"Montgomery, Tennessee",2
"Carroll, Georgia",2
"Grant, New Mexico",2
"Carroll, Iowa",2
"Kandiyohi, Minnesota",2
"Lyon County, Iowa",2
"Forsyth, Georgia",2
"Isle of Wight, Virginia",2
"St. Martin, Louisiana",2
"Beauregard, Louisiana",2
"Hanover, Virginia",2
"Greene, Illinois",2
"Sevier, Tennessee",2
"Pepin County, Wisconsin",2
"Trempealeau, Wisconsin",2
"Potter, Pennsylvania",2
"Oldham, Kentucky",2
"Escambia County, Florida",2
"Marion, Alabama",2
"Wabash, Indiana",2
"Ramsey, North Dakota",2
"Montgomery, North Carolina",2
"Paulding, Georgia",2
"Clark, Ohio",2
"Botetourt, Virginia",2
"St. Charles, Louisiana",2
"Adams, Wisconsin",2
"Webster, Iowa",2
"Allamakee, Iowa",2
"Oconee, Georgia",2
"Colfax, New Mexico",2
"Teller, Colorado",2
"SANTA BARBARA, California",2
"Auglaize, Ohio",2
"Pottawattamie, Iowa",2
"Terrebonne, Louisiana",2
"Pennington, South Dakota",2
"Door, Wisconsin",2
"Cedar, Missouri",2
"Caroline, Virginia",2
"Pulaski, Virginia",2
"Coffee, Alabama",2
"Jefferson, Tennessee",2
"Marion, Florida",2
"Copiah, Mississippi",2
"Kay, Oklahoma",2
"Marengo, Alabama",2
"Laclede, Missouri",2
"St. Joseph, Michigan",2
"Linn, Missouri",2
"Worth, Iowa",2
"Imperial, California",2
"Venango, Pennsylvania",2
"Noble, Indiana",2
"Newaygo, Michigan",2
"Rapides, Louisiana",2
"Brunswick, North Carolina",2
"Republic, Kansas",2
"Morgan, Ohio",2
"Cheboygan, Michigan",2
"Le Flore, Oklahoma",2
"Hancock County, Ohio",2
"Fulton, Indiana",2
"Burke, North Dakota",2
"Clallam, Washington",2
"Jefferson, Montana",2
"Lincoln, Montana",2
"Carroll, Virginia",2
"White, Arkansas",2
"Crawford, Iowa",2
"Monroe, Missouri",2
"Wayne, West Virginia",2
"Cabell, West Virginia",2
"Hampton, South Carolina",2
"Johnson, Arkansas",2
"Monroe, Pennsylvania",2
"San Sebastian, Puerto Rico",2
"Kosciusko, Indiana",2
"Tioga, Pennsylvania",2
"Perry, Alabama",2
"Tama, Iowa",2
"Christian, Kentucky",2
"Riley, Kansas",2
"Trinity, California",2
"Graves, Kentucky",2
"Bannock, Idaho",2
"Jefferson, Texas",2
"Union, North Carolina",2
"Harris, Georgia",2
"Shelby, Kentucky",2
"Kenton, Kentucky",2
"Buchanan, Iowa",2
"Goshen, Wyoming",2
"Morris County, New Jersey",2
"Harper, Kansas",2
"Canadian, Oklahoma",2
"Union, Pennsylvania",2
"Benewah, Idaho",2
"Woodbury, Iowa",2
"Rush, Indiana",2
"Codington, South Dakota",2
"Lincoln, Minnesota",2
"Wilcox, Alabama",2
"Anson, North Carolina",2
"Taylor, Wisconsin",2
"Calhoun, Alabama",2
"Curry, Oregon",2
"Juneau, Alaska",2
"Delaware, Iowa",2
"Sawyer, Wisconsin",2
"Augusta, Virginia",2
"Jasper, Indiana",2
"Hempstead, Arkansas",2
"Sumner, Tennessee",2
"Garfield, Utah",2
"Upson, Georgia",2
"Wright, Iowa",2
"Wood, West Virginia",2
"Northumberland, Pennsylvania",2
"Marinette, Wisconsin",2
"Hickman, Tennessee",2
"Inyo, California",2
"Moore, North Carolina",2
"Parke County, Indiana",2
"Washakie, Wyoming",2
"Habersham, Georgia",2
"Fayette, Georgia",2
"Cascade, Montana",2
"Bastrop, Texas",2
"Calhoun, Iowa",2
"Galax, Virginia",2
"Weston, Wyoming",2
"Pierce, Wisconsin",2
"Stone, Missouri",2
"Otoe, Nebraska",2
"Meade, South Dakota",2
